Folio CEEEY,Sexo,Modalidad,Turno,Grado,Matemáticas, Español, Ciencias Naturales
143458,H,General,Matutino,6,Básico,Básico,Básico
143462,H,General,Matutino,6,Básico,Básico,Básico
143463,H,General,Matutino,6,Básico,Básico,Básico
143473,H,General,Matutino,6,Básico,Básico,Básico
143482,H,General,Matutino,6,Básico,Básico,Básico
143487,H,General,Matutino,6,Básico,Básico,Básico
143492,H,General,Matutino,6,Básico,Básico,Básico
143496,H,General,Matutino,6,Básico,Básico,Básico
143500,H,General,Matutino,6,Básico,Básico,Básico
120402,H,General,Matutino,6,Básico,Básico,Básico
120414,H,General,Matutino,6,Básico,Básico,Básico
120443,H,General,Matutino,6,Básico,Básico,Básico
120444,H,General,Matutino,6,Básico,Básico,Básico
120450,H,General,Matutino,6,Básico,Básico,Básico
120451,H,General,Matutino,6,Básico,Básico,Básico
122829,H,General,Matutino,6,Básico,Básico,Básico
122830,H,General,Matutino,6,Básico,Básico,Básico
122846,H,General,Matutino,6,Básico,Básico,Básico
122849,H,General,Matutino,6,Básico,Básico,Básico
128810,H,General,Matutino,6,Básico,Básico,Básico
128851,H,General,Matutino,6,Básico,Básico,Básico
128855,H,General,Matutino,6,Básico,Básico,Básico
128858,H,General,Matutino,6,Básico,Básico,Básico
128860,H,General,Matutino,6,Básico,Básico,Básico
143773,H,General,Matutino,6,Básico,Básico,Básico
143778,H,General,Matutino,6,Básico,Básico,Básico
143780,H,General,Matutino,6,Básico,Básico,Básico
143781,H,General,Matutino,6,Básico,Básico,Básico
143789,H,General,Matutino,6,Básico,Básico,Básico
143795,H,General,Matutino,6,Básico,Básico,Básico
143802,H,General,Matutino,6,Básico,Básico,Básico
143803,H,General,Matutino,6,Básico,Básico,Básico
143808,H,General,Matutino,6,Básico,Básico,Básico
143888,H,General,Matutino,6,Básico,Básico,Básico
143912,H,General,Matutino,6,Básico,Básico,Básico
143914,H,General,Matutino,6,Básico,Básico,Básico
143916,H,General,Matutino,6,Básico,Básico,Básico
118707,H,General,Matutino,6,Básico,Básico,Básico
118709,H,General,Matutino,6,Básico,Básico,Básico
118723,H,General,Matutino,6,Básico,Básico,Básico
118729,H,General,Matutino,6,Básico,Básico,Básico
118734,H,General,Matutino,6,Básico,Básico,Básico
118744,H,General,Matutino,6,Básico,Básico,Básico
118760,H,General,Matutino,6,Básico,Básico,Básico
144000,H,General,Matutino,6,Básico,Básico,Básico
144012,H,General,Matutino,6,Básico,Básico,Básico
144098,H,General,Matutino,6,Básico,Básico,Básico
144161,H,General,Matutino,6,Básico,Básico,Básico
144176,H,General,Matutino,6,Básico,Básico,Básico
144951,H,General,Matutino,6,Básico,Básico,Básico
144961,H,General,Matutino,6,Básico,Básico,Básico
144964,H,General,Matutino,6,Básico,Básico,Básico
144968,H,General,Matutino,6,Básico,Básico,Básico
144972,H,General,Matutino,6,Básico,Básico,Básico
144978,H,General,Matutino,6,Básico,Básico,Básico
144984,H,General,Matutino,6,Básico,Básico,Básico
144995,H,General,Matutino,6,Básico,Básico,Básico
145006,H,General,Matutino,6,Básico,Básico,Básico
144426,H,General,Matutino,6,Básico,Básico,Básico
144465,H,General,Matutino,6,Básico,Básico,Básico
144471,H,General,Matutino,6,Básico,Básico,Básico
144473,H,General,Matutino,6,Básico,Básico,Básico
144474,H,General,Matutino,6,Básico,Básico,Básico
144479,H,General,Matutino,6,Básico,Básico,Básico
117797,H,General,Matutino,6,Básico,Básico,Básico
122721,H,General,Matutino,6,Básico,Básico,Básico
132040,H,General,Matutino,6,Básico,Básico,Básico
132047,H,General,Matutino,6,Básico,Básico,Básico
132049,H,General,Matutino,6,Básico,Básico,Básico
132050,H,General,Matutino,6,Básico,Básico,Básico
132052,H,General,Matutino,6,Básico,Básico,Básico
132055,H,General,Matutino,6,Básico,Básico,Básico
144554,H,General,Matutino,6,Básico,Básico,Básico
144589,H,General,Matutino,6,Básico,Básico,Básico
144592,H,General,Matutino,6,Básico,Básico,Básico
144600,H,General,Matutino,6,Básico,Básico,Básico
144608,H,General,Matutino,6,Básico,Básico,Básico
76126,H,Indígena,Matutino,5,Básico,Básico,Básico
76871,H,Indígena,Matutino,5,Básico,Básico,Básico
76875,M,Indígena,Matutino,5,Básico,Básico,Básico
76877,M,Indígena,Matutino,5,Básico,Básico,Básico
76881,M,Indígena,Matutino,5,Básico,Básico,Básico
76884,H,Indígena,Matutino,5,Básico,Básico,Básico
76186,M,Indígena,Matutino,5,Básico,Básico,Básico
76187,M,Indígena,Matutino,5,Básico,Básico,Básico
76188,M,Indígena,Matutino,5,Básico,Básico,Básico
76190,M,Indígena,Matutino,5,Básico,Básico,Básico
76191,M,Indígena,Matutino,5,Básico,Básico,Básico
77161,H,Indígena,Matutino,5,Básico,Básico,Básico
77183,M,Indígena,Matutino,5,Básico,Básico,Básico
77184,M,Indígena,Matutino,5,Básico,Básico,Básico
77187,H,Indígena,Matutino,5,Básico,Básico,Básico
77188,M,Indígena,Matutino,5,Básico,Básico,Básico
77193,H,Indígena,Matutino,5,Básico,Básico,Básico
77194,H,Indígena,Matutino,5,Básico,Básico,Básico
77199,H,Indígena,Matutino,5,Básico,Básico,Básico
77203,M,Indígena,Matutino,5,Básico,Básico,Básico
77205,M,Indígena,Matutino,5,Básico,Básico,Básico
78041,H,Indígena,Matutino,5,Básico,Básico,Básico
78049,M,Indígena,Matutino,5,Básico,Básico,Básico
77014,H,Indígena,Matutino,5,Básico,Básico,Básico
77019,M,Indígena,Matutino,5,Básico,Básico,Básico
77494,H,Indígena,Matutino,5,Básico,Básico,Básico
77782,H,Indígena,Matutino,5,Básico,Básico,Básico
77784,H,Indígena,Matutino,5,Básico,Básico,Básico
77786,H,Indígena,Matutino,5,Básico,Básico,Básico
77807,H,Indígena,Matutino,5,Básico,Básico,Básico
77814,M,Indígena,Matutino,5,Básico,Básico,Básico
77821,M,Indígena,Matutino,5,Básico,Básico,Básico
77827,M,Indígena,Matutino,5,Básico,Básico,Básico
77829,M,Indígena,Matutino,5,Básico,Básico,Básico
77207,H,Indígena,Matutino,5,Básico,Básico,Básico
77212,H,Indígena,Matutino,5,Básico,Básico,Básico
77213,H,Indígena,Matutino,5,Básico,Básico,Básico
77219,M,Indígena,Matutino,5,Básico,Básico,Básico
77222,H,Indígena,Matutino,5,Básico,Básico,Básico
77229,H,Indígena,Matutino,5,Básico,Básico,Básico
77237,H,Indígena,Matutino,5,Básico,Básico,Básico
77240,M,Indígena,Matutino,5,Básico,Básico,Básico
77247,M,Indígena,Matutino,5,Básico,Básico,Básico
77254,H,Indígena,Matutino,5,Básico,Básico,Básico
77256,H,Indígena,Matutino,5,Básico,Básico,Básico
76732,M,Indígena,Matutino,5,Básico,Básico,Básico
76735,H,Indígena,Matutino,5,Básico,Básico,Básico
76736,H,Indígena,Matutino,5,Básico,Básico,Básico
76737,H,Indígena,Matutino,5,Básico,Básico,Básico
76743,H,Indígena,Matutino,5,Básico,Básico,Básico
76749,M,Indígena,Matutino,5,Básico,Básico,Básico
76750,H,Indígena,Matutino,5,Básico,Básico,Básico
76751,H,Indígena,Matutino,5,Básico,Básico,Básico
76753,H,Indígena,Matutino,5,Básico,Básico,Básico
76755,H,Indígena,Matutino,5,Básico,Básico,Básico
76761,H,Indígena,Matutino,5,Básico,Básico,Básico
76762,M,Indígena,Matutino,5,Básico,Básico,Básico
76766,M,Indígena,Matutino,5,Básico,Básico,Básico
76768,H,Indígena,Matutino,5,Básico,Básico,Básico
76770,M,Indígena,Matutino,5,Básico,Básico,Básico
76777,H,Indígena,Matutino,5,Básico,Básico,Básico
76779,M,Indígena,Matutino,5,Básico,Básico,Básico
76941,H,Indígena,Matutino,5,Básico,Básico,Básico
76945,M,Indígena,Matutino,5,Básico,Básico,Básico
76946,M,Indígena,Matutino,5,Básico,Básico,Básico
76947,H,Indígena,Matutino,5,Básico,Básico,Básico
76950,H,Indígena,Matutino,5,Básico,Básico,Básico
76954,H,Indígena,Matutino,5,Básico,Básico,Básico
76957,H,Indígena,Matutino,5,Básico,Básico,Básico
76960,H,Indígena,Matutino,5,Básico,Básico,Básico
76962,H,Indígena,Matutino,5,Básico,Básico,Básico
76966,H,Indígena,Matutino,5,Básico,Básico,Básico
76967,H,Indígena,Matutino,5,Básico,Básico,Básico
76970,H,Indígena,Matutino,5,Básico,Básico,Básico
76971,M,Indígena,Matutino,5,Básico,Básico,Básico
76972,H,Indígena,Matutino,5,Básico,Básico,Básico
76974,H,Indígena,Matutino,5,Básico,Básico,Básico
76977,M,Indígena,Matutino,5,Básico,Básico,Básico
76981,M,Indígena,Matutino,5,Básico,Básico,Básico
76985,H,Indígena,Matutino,5,Básico,Básico,Básico
76986,M,Indígena,Matutino,5,Básico,Básico,Básico
76987,M,Indígena,Matutino,5,Básico,Básico,Básico
76994,M,Indígena,Matutino,5,Básico,Básico,Básico
76996,H,Indígena,Matutino,5,Básico,Básico,Básico
76998,M,Indígena,Matutino,5,Básico,Básico,Básico
76999,H,Indígena,Matutino,5,Básico,Básico,Básico
77501,M,Indígena,Matutino,5,Básico,Básico,Básico
77503,M,Indígena,Matutino,5,Básico,Básico,Básico
77509,H,Indígena,Matutino,5,Básico,Básico,Básico
77514,M,Indígena,Matutino,5,Básico,Básico,Básico
77515,H,Indígena,Matutino,5,Básico,Básico,Básico
77518,H,Indígena,Matutino,5,Básico,Básico,Básico
77519,M,Indígena,Matutino,5,Básico,Básico,Básico
77521,H,Indígena,Matutino,5,Básico,Básico,Básico
77522,H,Indígena,Matutino,5,Básico,Básico,Básico
77523,H,Indígena,Matutino,5,Básico,Básico,Básico
77525,M,Indígena,Matutino,5,Básico,Básico,Básico
27,M,Indígena,Matutino,3,Básico,Básico,Básico
1810,H,Indígena,Matutino,3,Básico,Básico,Básico
1743,M,Indígena,Matutino,3,Básico,Básico,Básico
1745,H,Indígena,Matutino,3,Básico,Básico,Básico
756,H,Indígena,Matutino,3,Básico,Básico,Básico
757,H,Indígena,Matutino,3,Básico,Básico,Básico
759,H,Indígena,Matutino,3,Básico,Básico,Básico
773,M,Indígena,Matutino,3,Básico,Básico,Básico
101,M,Indígena,Matutino,3,Básico,Básico,Básico
103,M,Indígena,Matutino,3,Básico,Básico,Básico
681,M,Indígena,Matutino,3,Básico,Básico,Básico
1043,H,Indígena,Matutino,3,Básico,Básico,Básico
1048,H,Indígena,Matutino,3,Básico,Básico,Básico
1070,M,Indígena,Matutino,3,Básico,Básico,Básico
1908,M,Indígena,Matutino,3,Básico,Básico,Básico
1911,H,Indígena,Matutino,3,Básico,Básico,Básico
887,M,Indígena,Matutino,3,Básico,Básico,Básico
889,H,Indígena,Matutino,3,Básico,Básico,Básico
1469,M,Indígena,Matutino,3,Básico,Básico,Básico
1470,H,Indígena,Matutino,3,Básico,Básico,Básico
1471,H,Indígena,Matutino,3,Básico,Básico,Básico
1474,H,Indígena,Matutino,3,Básico,Básico,Básico
1476,M,Indígena,Matutino,3,Básico,Básico,Básico
1478,H,Indígena,Matutino,3,Básico,Básico,Básico
1662,H,Indígena,Matutino,3,Básico,Básico,Básico
1685,M,Indígena,Matutino,3,Básico,Básico,Básico
1687,M,Indígena,Matutino,3,Básico,Básico,Básico
1695,M,Indígena,Matutino,3,Básico,Básico,Básico
1703,M,Indígena,Matutino,3,Básico,Básico,Básico
1704,M,Indígena,Matutino,3,Básico,Básico,Básico
1706,H,Indígena,Matutino,3,Básico,Básico,Básico
1709,H,Indígena,Matutino,3,Básico,Básico,Básico
1710,M,Indígena,Matutino,3,Básico,Básico,Básico
1072,H,Indígena,Matutino,3,Básico,Básico,Básico
1079,H,Indígena,Matutino,3,Básico,Básico,Básico
1087,M,Indígena,Matutino,3,Básico,Básico,Básico
1089,M,Indígena,Matutino,3,Básico,Básico,Básico
1096,H,Indígena,Matutino,3,Básico,Básico,Básico
1097,M,Indígena,Matutino,3,Básico,Básico,Básico
1100,M,Indígena,Matutino,3,Básico,Básico,Básico
1101,H,Indígena,Matutino,3,Básico,Básico,Básico
1104,M,Indígena,Matutino,3,Básico,Básico,Básico
1108,H,Indígena,Matutino,3,Básico,Básico,Básico
618,H,Indígena,Matutino,3,Básico,Básico,Básico
622,H,Indígena,Matutino,3,Básico,Básico,Básico
623,M,Indígena,Matutino,3,Básico,Básico,Básico
629,M,Indígena,Matutino,3,Básico,Básico,Básico
632,H,Indígena,Matutino,3,Básico,Básico,Básico
636,M,Indígena,Matutino,3,Básico,Básico,Básico
644,H,Indígena,Matutino,3,Básico,Básico,Básico
646,H,Indígena,Matutino,3,Básico,Básico,Básico
648,M,Indígena,Matutino,3,Básico,Básico,Básico
650,H,Indígena,Matutino,3,Básico,Básico,Básico
654,H,Indígena,Matutino,3,Básico,Básico,Básico
660,M,Indígena,Matutino,3,Básico,Básico,Básico
664,H,Indígena,Matutino,3,Básico,Básico,Básico
830,M,Indígena,Matutino,3,Básico,Básico,Básico
831,M,Indígena,Matutino,3,Básico,Básico,Básico
832,M,Indígena,Matutino,3,Básico,Básico,Básico
836,H,Indígena,Matutino,3,Básico,Básico,Básico
839,H,Indígena,Matutino,3,Básico,Básico,Básico
842,H,Indígena,Matutino,3,Básico,Básico,Básico
843,H,Indígena,Matutino,3,Básico,Básico,Básico
844,M,Indígena,Matutino,3,Básico,Básico,Básico
856,H,Indígena,Matutino,3,Básico,Básico,Básico
858,M,Indígena,Matutino,3,Básico,Básico,Básico
861,H,Indígena,Matutino,3,Básico,Básico,Básico
862,M,Indígena,Matutino,3,Básico,Básico,Básico
863,M,Indígena,Matutino,3,Básico,Básico,Básico
864,M,Indígena,Matutino,3,Básico,Básico,Básico
1358,H,Indígena,Matutino,3,Básico,Básico,Básico
1359,M,Indígena,Matutino,3,Básico,Básico,Básico
1360,M,Indígena,Matutino,3,Básico,Básico,Básico
1365,M,Indígena,Matutino,3,Básico,Básico,Básico
1366,M,Indígena,Matutino,3,Básico,Básico,Básico
1370,H,Indígena,Matutino,3,Básico,Básico,Básico
1371,M,Indígena,Matutino,3,Básico,Básico,Básico
1372,M,Indígena,Matutino,3,Básico,Básico,Básico
1383,H,Indígena,Matutino,3,Básico,Básico,Básico
1388,M,Indígena,Matutino,3,Básico,Básico,Básico
37449,H,Indígena,Matutino,4,Básico,Básico,Básico
37450,M,Indígena,Matutino,4,Básico,Básico,Básico
39084,H,Indígena,Matutino,4,Básico,Básico,Básico
38231,M,Indígena,Matutino,4,Básico,Básico,Básico
38234,H,Indígena,Matutino,4,Básico,Básico,Básico
38237,H,Indígena,Matutino,4,Básico,Básico,Básico
38239,M,Indígena,Matutino,4,Básico,Básico,Básico
38240,H,Indígena,Matutino,4,Básico,Básico,Básico
38243,H,Indígena,Matutino,4,Básico,Básico,Básico
38244,H,Indígena,Matutino,4,Básico,Básico,Básico
37518,H,Indígena,Matutino,4,Básico,Básico,Básico
37520,H,Indígena,Matutino,4,Básico,Básico,Básico
38153,M,Indígena,Matutino,4,Básico,Básico,Básico
38535,H,Indígena,Matutino,4,Básico,Básico,Básico
38545,M,Indígena,Matutino,4,Básico,Básico,Básico
38568,M,Indígena,Matutino,4,Básico,Básico,Básico
39460,M,Indígena,Matutino,4,Básico,Básico,Básico
38382,M,Indígena,Matutino,4,Básico,Básico,Básico
38975,H,Indígena,Matutino,4,Básico,Básico,Básico
38976,H,Indígena,Matutino,4,Básico,Básico,Básico
38979,H,Indígena,Matutino,4,Básico,Básico,Básico
38982,H,Indígena,Matutino,4,Básico,Básico,Básico
38986,M,Indígena,Matutino,4,Básico,Básico,Básico
38987,H,Indígena,Matutino,4,Básico,Básico,Básico
38988,M,Indígena,Matutino,4,Básico,Básico,Básico
38990,H,Indígena,Matutino,4,Básico,Básico,Básico
38991,H,Indígena,Matutino,4,Básico,Básico,Básico
38992,M,Indígena,Matutino,4,Básico,Básico,Básico
38995,M,Indígena,Matutino,4,Básico,Básico,Básico
39191,H,Indígena,Matutino,4,Básico,Básico,Básico
39194,M,Indígena,Matutino,4,Básico,Básico,Básico
39218,H,Indígena,Matutino,4,Básico,Básico,Básico
39221,H,Indígena,Matutino,4,Básico,Básico,Básico
39224,H,Indígena,Matutino,4,Básico,Básico,Básico
39225,M,Indígena,Matutino,4,Básico,Básico,Básico
39227,H,Indígena,Matutino,4,Básico,Básico,Básico
39228,H,Indígena,Matutino,4,Básico,Básico,Básico
39234,H,Indígena,Matutino,4,Básico,Básico,Básico
38576,M,Indígena,Matutino,4,Básico,Básico,Básico
38588,M,Indígena,Matutino,4,Básico,Básico,Básico
38592,H,Indígena,Matutino,4,Básico,Básico,Básico
38593,H,Indígena,Matutino,4,Básico,Básico,Básico
38594,H,Indígena,Matutino,4,Básico,Básico,Básico
38601,H,Indígena,Matutino,4,Básico,Básico,Básico
38602,H,Indígena,Matutino,4,Básico,Básico,Básico
38604,M,Indígena,Matutino,4,Básico,Básico,Básico
38614,M,Indígena,Matutino,4,Básico,Básico,Básico
38080,H,Indígena,Matutino,4,Básico,Básico,Básico
38082,M,Indígena,Matutino,4,Básico,Básico,Básico
38085,H,Indígena,Matutino,4,Básico,Básico,Básico
38086,M,Indígena,Matutino,4,Básico,Básico,Básico
38093,M,Indígena,Matutino,4,Básico,Básico,Básico
38094,H,Indígena,Matutino,4,Básico,Básico,Básico
38095,H,Indígena,Matutino,4,Básico,Básico,Básico
38096,M,Indígena,Matutino,4,Básico,Básico,Básico
38100,M,Indígena,Matutino,4,Básico,Básico,Básico
38104,M,Indígena,Matutino,4,Básico,Básico,Básico
38118,H,Indígena,Matutino,4,Básico,Básico,Básico
38318,M,Indígena,Matutino,4,Básico,Básico,Básico
38320,M,Indígena,Matutino,4,Básico,Básico,Básico
38321,M,Indígena,Matutino,4,Básico,Básico,Básico
38322,H,Indígena,Matutino,4,Básico,Básico,Básico
38328,H,Indígena,Matutino,4,Básico,Básico,Básico
38330,M,Indígena,Matutino,4,Básico,Básico,Básico
38331,H,Indígena,Matutino,4,Básico,Básico,Básico
38333,M,Indígena,Matutino,4,Básico,Básico,Básico
38341,H,Indígena,Matutino,4,Básico,Básico,Básico
38342,M,Indígena,Matutino,4,Básico,Básico,Básico
38355,M,Indígena,Matutino,4,Básico,Básico,Básico
38356,M,Indígena,Matutino,4,Básico,Básico,Básico
38357,H,Indígena,Matutino,4,Básico,Básico,Básico
38358,H,Indígena,Matutino,4,Básico,Básico,Básico
38900,H,Indígena,Matutino,4,Básico,Básico,Básico
38905,M,Indígena,Matutino,4,Básico,Básico,Básico
38907,M,Indígena,Matutino,4,Básico,Básico,Básico
38913,M,Indígena,Matutino,4,Básico,Básico,Básico
38916,M,Indígena,Matutino,4,Básico,Básico,Básico
113671,M,Indígena,Matutino,6,Básico,Básico,Básico
113672,H,Indígena,Matutino,6,Básico,Básico,Básico
115363,M,Indígena,Matutino,6,Básico,Básico,Básico
115367,H,Indígena,Matutino,6,Básico,Básico,Básico
115368,M,Indígena,Matutino,6,Básico,Básico,Básico
115369,M,Indígena,Matutino,6,Básico,Básico,Básico
114393,M,Indígena,Matutino,6,Básico,Básico,Básico
114397,M,Indígena,Matutino,6,Básico,Básico,Básico
114403,H,Indígena,Matutino,6,Básico,Básico,Básico
114404,H,Indígena,Matutino,6,Básico,Básico,Básico
114327,H,Indígena,Matutino,6,Básico,Básico,Básico
114331,M,Indígena,Matutino,6,Básico,Básico,Básico
114332,H,Indígena,Matutino,6,Básico,Básico,Básico
114692,H,Indígena,Matutino,6,Básico,Básico,Básico
115463,M,Indígena,Matutino,6,Básico,Básico,Básico
114975,M,Indígena,Matutino,6,Básico,Básico,Básico
115234,M,Indígena,Matutino,6,Básico,Básico,Básico
115235,M,Indígena,Matutino,6,Básico,Básico,Básico
115270,M,Indígena,Matutino,6,Básico,Básico,Básico
115272,H,Indígena,Matutino,6,Básico,Básico,Básico
114699,H,Indígena,Matutino,6,Básico,Básico,Básico
114703,M,Indígena,Matutino,6,Básico,Básico,Básico
114704,H,Indígena,Matutino,6,Básico,Básico,Básico
114706,M,Indígena,Matutino,6,Básico,Básico,Básico
114712,H,Indígena,Matutino,6,Básico,Básico,Básico
114713,M,Indígena,Matutino,6,Básico,Básico,Básico
114715,H,Indígena,Matutino,6,Básico,Básico,Básico
114718,H,Indígena,Matutino,6,Básico,Básico,Básico
114272,H,Indígena,Matutino,6,Básico,Básico,Básico
114273,H,Indígena,Matutino,6,Básico,Básico,Básico
114302,H,Indígena,Matutino,6,Básico,Básico,Básico
114306,M,Indígena,Matutino,6,Básico,Básico,Básico
114308,M,Indígena,Matutino,6,Básico,Básico,Básico
114310,H,Indígena,Matutino,6,Básico,Básico,Básico
114311,M,Indígena,Matutino,6,Básico,Básico,Básico
114314,H,Indígena,Matutino,6,Básico,Básico,Básico
114470,M,Indígena,Matutino,6,Básico,Básico,Básico
114472,H,Indígena,Matutino,6,Básico,Básico,Básico
114475,H,Indígena,Matutino,6,Básico,Básico,Básico
114486,M,Indígena,Matutino,6,Básico,Básico,Básico
114492,M,Indígena,Matutino,6,Básico,Básico,Básico
114495,H,Indígena,Matutino,6,Básico,Básico,Básico
114499,M,Indígena,Matutino,6,Básico,Básico,Básico
114504,H,Indígena,Matutino,6,Básico,Básico,Básico
114508,M,Indígena,Matutino,6,Básico,Básico,Básico
114511,H,Indígena,Matutino,6,Básico,Básico,Básico
114515,H,Indígena,Matutino,6,Básico,Básico,Básico
114518,H,Indígena,Matutino,6,Básico,Básico,Básico
114520,M,Indígena,Matutino,6,Básico,Básico,Básico
114522,H,Indígena,Matutino,6,Básico,Básico,Básico
114523,H,Indígena,Matutino,6,Básico,Básico,Básico
114979,H,Indígena,Matutino,6,Básico,Básico,Básico
114981,H,Indígena,Matutino,6,Básico,Básico,Básico
114984,M,Indígena,Matutino,6,Básico,Básico,Básico
114990,H,Indígena,Matutino,6,Básico,Básico,Básico
114994,M,Indígena,Matutino,6,Básico,Básico,Básico
114995,M,Indígena,Matutino,6,Básico,Básico,Básico
114996,H,Indígena,Matutino,6,Básico,Básico,Básico
114997,M,Indígena,Matutino,6,Básico,Básico,Básico
115002,M,Indígena,Matutino,6,Básico,Básico,Básico
1593,M,Indígena,Vespertino,3,Básico,Básico,Básico
1595,H,Indígena,Vespertino,3,Básico,Básico,Básico
1598,M,Indígena,Vespertino,3,Básico,Básico,Básico
1606,H,Indígena,Vespertino,3,Básico,Básico,Básico
1612,M,Indígena,Vespertino,3,Básico,Básico,Básico
39124,H,Indígena,Vespertino,4,Básico,Básico,Básico
39125,M,Indígena,Vespertino,4,Básico,Básico,Básico
39130,M,Indígena,Vespertino,4,Básico,Básico,Básico
77703,M,Indígena,Vespertino,5,Básico,Básico,Básico
77708,H,Indígena,Vespertino,5,Básico,Básico,Básico
77710,H,Indígena,Vespertino,5,Básico,Básico,Básico
77712,H,Indígena,Vespertino,5,Básico,Básico,Básico
77720,H,Indígena,Vespertino,5,Básico,Básico,Básico
77721,H,Indígena,Vespertino,5,Básico,Básico,Básico
77725,H,Indígena,Vespertino,5,Básico,Básico,Básico
115167,M,Indígena,Vespertino,6,Básico,Básico,Básico
115169,M,Indígena,Vespertino,6,Básico,Básico,Básico
115172,M,Indígena,Vespertino,6,Básico,Básico,Básico
1599,H,Indígena,Vespertino,3,Básico,Medio,Básico
1604,M,Indígena,Vespertino,3,Básico,Medio,Básico
1609,H,Indígena,Vespertino,3,Básico,Medio,Básico
1610,H,Indígena,Vespertino,3,Básico,Medio,Básico
1611,H,Indígena,Vespertino,3,Básico,Medio,Básico
39103,M,Indígena,Vespertino,4,Básico,Medio,Básico
39108,H,Indígena,Vespertino,4,Básico,Medio,Básico
39110,M,Indígena,Vespertino,4,Básico,Medio,Básico
39114,H,Indígena,Vespertino,4,Básico,Medio,Básico
39115,H,Indígena,Vespertino,4,Básico,Medio,Básico
39133,H,Indígena,Vespertino,4,Básico,Medio,Básico
115176,H,Indígena,Vespertino,6,Básico,Medio,Básico
37453,H,Indígena,Matutino,4,Básico,Medio,Básico
37454,H,Indígena,Matutino,4,Básico,Medio,Básico
39083,H,Indígena,Matutino,4,Básico,Medio,Básico
115156,H,Indígena,Matutino,6,Básico,Medio,Básico
39347,H,Indígena,Matutino,4,Básico,Medio,Básico
760,M,Indígena,Matutino,3,Básico,Medio,Básico
1058,H,Indígena,Matutino,3,Básico,Medio,Básico
1060,H,Indígena,Matutino,3,Básico,Medio,Básico
1071,H,Indígena,Matutino,3,Básico,Medio,Básico
38152,H,Indígena,Matutino,4,Básico,Medio,Básico
38541,H,Indígena,Matutino,4,Básico,Medio,Básico
77189,H,Indígena,Matutino,5,Básico,Medio,Básico
77191,H,Indígena,Matutino,5,Básico,Medio,Básico
77197,H,Indígena,Matutino,5,Básico,Medio,Básico
77200,H,Indígena,Matutino,5,Básico,Medio,Básico
77201,M,Indígena,Matutino,5,Básico,Medio,Básico
114683,H,Indígena,Matutino,6,Básico,Medio,Básico
114696,M,Indígena,Matutino,6,Básico,Medio,Básico
1475,H,Indígena,Matutino,3,Básico,Medio,Básico
1485,H,Indígena,Matutino,3,Básico,Medio,Básico
1486,H,Indígena,Matutino,3,Básico,Medio,Básico
77590,M,Indígena,Matutino,5,Básico,Medio,Básico
115067,H,Indígena,Matutino,6,Básico,Medio,Básico
1693,M,Indígena,Matutino,3,Básico,Medio,Básico
1700,M,Indígena,Matutino,3,Básico,Medio,Básico
115263,H,Indígena,Matutino,6,Básico,Medio,Básico
115269,M,Indígena,Matutino,6,Básico,Medio,Básico
115273,H,Indígena,Matutino,6,Básico,Medio,Básico
1077,H,Indígena,Matutino,3,Básico,Medio,Básico
1078,M,Indígena,Matutino,3,Básico,Medio,Básico
1094,H,Indígena,Matutino,3,Básico,Medio,Básico
1102,M,Indígena,Matutino,3,Básico,Medio,Básico
1116,M,Indígena,Matutino,3,Básico,Medio,Básico
38575,H,Indígena,Matutino,4,Básico,Medio,Básico
38598,M,Indígena,Matutino,4,Básico,Medio,Básico
38599,H,Indígena,Matutino,4,Básico,Medio,Básico
38600,M,Indígena,Matutino,4,Básico,Medio,Básico
38606,M,Indígena,Matutino,4,Básico,Medio,Básico
38612,M,Indígena,Matutino,4,Básico,Medio,Básico
77223,H,Indígena,Matutino,5,Básico,Medio,Básico
77228,H,Indígena,Matutino,5,Básico,Medio,Básico
114702,H,Indígena,Matutino,6,Básico,Medio,Básico
114724,M,Indígena,Matutino,6,Básico,Medio,Básico
642,H,Indígena,Matutino,3,Básico,Medio,Básico
651,H,Indígena,Matutino,3,Básico,Medio,Básico
653,H,Indígena,Matutino,3,Básico,Medio,Básico
663,M,Indígena,Matutino,3,Básico,Medio,Básico
837,H,Indígena,Matutino,3,Básico,Medio,Básico
845,M,Indígena,Matutino,3,Básico,Medio,Básico
1390,H,Indígena,Matutino,3,Básico,Medio,Básico
38081,H,Indígena,Matutino,4,Básico,Medio,Básico
38083,M,Indígena,Matutino,4,Básico,Medio,Básico
38087,H,Indígena,Matutino,4,Básico,Medio,Básico
38105,H,Indígena,Matutino,4,Básico,Medio,Básico
38108,H,Indígena,Matutino,4,Básico,Medio,Básico
38129,H,Indígena,Matutino,4,Básico,Medio,Básico
38315,M,Indígena,Matutino,4,Básico,Medio,Básico
38323,H,Indígena,Matutino,4,Básico,Medio,Básico
38327,H,Indígena,Matutino,4,Básico,Medio,Básico
38335,M,Indígena,Matutino,4,Básico,Medio,Básico
38337,H,Indígena,Matutino,4,Básico,Medio,Básico
38344,H,Indígena,Matutino,4,Básico,Medio,Básico
38350,M,Indígena,Matutino,4,Básico,Medio,Básico
38353,M,Indígena,Matutino,4,Básico,Medio,Básico
38359,M,Indígena,Matutino,4,Básico,Medio,Básico
38906,H,Indígena,Matutino,4,Básico,Medio,Básico
38908,M,Indígena,Matutino,4,Básico,Medio,Básico
76733,M,Indígena,Matutino,5,Básico,Medio,Básico
